Format :

name
found in file
CRC (hex)		Hash Code (dec)
IDS_HOTSPOT_MISSIONVENDOR       UNIVERSE\SYSTEMS\IW02\BASES\ROOMS\iw02_02_bar.ini       0x1883a848		2513177291
X/Shipcentre/01         UNIVERSE\SYSTEMS\IW02\BASES\ROOMS\iw02_02_deck.ini      0xf6ac73be		3195696770
Camera_0        UNIVERSE\SYSTEMS\IW02\BASES\ROOMS\iw02_02_deck.ini      0xe604303f		3118944142
IDS_HOTSPOT_DECK        UNIVERSE\SYSTEMS\IW02\BASES\ROOMS\iw02_02_deck.ini      0x014d9cfc		2331923727
IDS_HOTSPOT_BAR         UNIVERSE\SYSTEMS\IW02\BASES\ROOMS\iw02_02_deck.ini      0x0588591b		2446905292
IDS_HOTSPOT_COMMODITYTRADER_ROOM        UNIVERSE\SYSTEMS\IW02\BASES\ROOMS\iw02_02_deck.ini      0x0dbb5073		2900400388
IDS_HOTSPOT_EQUIPMENTDEALER_ROOM        UNIVERSE\SYSTEMS\IW02\BASES\ROOMS\iw02_02_deck.ini      0x1981c939		2373979661
IDS_NN_REPAIR_YOUR_SHIP         UNIVERSE\SYSTEMS\IW02\BASES\ROOMS\iw02_02_deck.ini      0x01b19dce		2480730442
IDS_DEALER_FRONT_DESK       UNIVERSE\SYSTEMS\IW02\BASES\ROOMS\iw02_02_deck.ini      0x1c0be5de		2921426378
IDS_HOTSPOT_COMMODITYTRADER         UNIVERSE\SYSTEMS\IW02\BASES\ROOMS\iw02_02_deck.ini      0xf9ecdd49		2743444233
IDS_HOTSPOT_EQUIPMENTDEALER         UNIVERSE\SYSTEMS\IW02\BASES\ROOMS\iw02_02_deck.ini      0x0a7ee84b		3116539275
IDS_EQUIPMENT_ROOM_RIGHT        UNIVERSE\SYSTEMS\IW02\BASES\ROOMS\iw02_02_deck.ini      0x1e7a1452		2991427971
Camera_0        UNIVERSE\SYSTEMS\IW02\BASES\ROOMS\iw02_03_bar.ini       0xe604303f		3118944142
Zg/PC/Player/01/A/Stand         UNIVERSE\SYSTEMS\IW02\BASES\ROOMS\iw02_03_bar.ini       0xfbaadcae		2508714243
IDS_HOTSPOT_DECK        UNIVERSE\SYSTEMS\IW02\BASES\ROOMS\iw02_03_bar.ini       0x014d9cfc		2331923727
IDS_HOTSPOT_BAR         UNIVERSE\SYSTEMS\IW02\BASES\ROOMS\iw02_03_bar.ini       0x0588591b		2446905292
IDS_HOTSPOT_EQUIPMENTDEALER_ROOM        UNIVERSE\SYSTEMS\IW02\BASES\ROOMS\iw02_03_bar.ini       0x1981c939		2373979661
IDS_HOTSPOT_SHIPDEALER_ROOM         UNIVERSE\SYSTEMS\IW02\BASES\ROOMS\iw02_03_bar.ini       0x092c2388		2650221449
IDS_HOTSPOT_NEWSVENDOR      UNIVERSE\SYSTEMS\IW02\BASES\ROOMS\iw02_03_bar.ini       0x1a8503fa		3046232974
Zg/PC/Player/01/A/Stand         UNIVERSE\SYSTEMS\IW02\BASES\ROOMS\iw02_03_deck.ini      0xfbaadcae		2508714243
X/Shipcentre/01         UNIVERSE\SYSTEMS\IW02\BASES\ROOMS\iw02_03_deck.ini      0xf6ac73be		3195696770
X/Shipcentre/02         UNIVERSE\SYSTEMS\IW02\BASES\ROOMS\iw02_03_deck.ini      0xeda52204		2658798210
Camera_0        UNIVERSE\SYSTEMS\IW02\BASES\ROOMS\iw02_03_deck.ini      0xe604303f		3118944142
IDS_HOTSPOT_DECK        UNIVERSE\SYSTEMS\IW02\BASES\ROOMS\iw02_03_deck.ini      0x014d9cfc		2331923727
IDS_HOTSPOT_BAR         UNIVERSE\SYSTEMS\IW02\BASES\ROOMS\iw02_03_deck.ini      0x0588591b		2446905292
IDS_HOTSPOT_EQUIPMENTDEALER_ROOM        UNIVERSE\SYSTEMS\IW02\BASES\ROOMS\iw02_03_deck.ini      0x1981c939		2373979661
IDS_HOTSPOT_SHIPDEALER_ROOM         UNIVERSE\SYSTEMS\IW02\BASES\ROOMS\iw02_03_deck.ini      0x092c2388		2650221449
IDS_NN_REPAIR_YOUR_SHIP         UNIVERSE\SYSTEMS\IW02\BASES\ROOMS\iw02_03_deck.ini      0x01b19dce		2480730442
IDS_DEALER_FRONT_DESK       UNIVERSE\SYSTEMS\IW02\BASES\ROOMS\iw02_03_deck.ini      0x1c0be5de		2921426378
IDS_HOTSPOT_EQUIPMENTDEALER         UNIVERSE\SYSTEMS\IW02\BASES\ROOMS\iw02_03_deck.ini      0x0a7ee84b		3116539275
IDS_EQUIPMENT_ROOM_RIGHT        UNIVERSE\SYSTEMS\IW02\BASES\ROOMS\iw02_03_deck.ini      0x1e7a1452		2991427971
IDS_HOTSPOT_SHIPDEALER      UNIVERSE\SYSTEMS\IW02\BASES\ROOMS\iw02_03_deck.ini      0x14344de9		3194233799
Camera_0        UNIVERSE\SYSTEMS\IW02\BASES\ROOMS\iw02_03_deck02.ini        0xe604303f		3118944142
IDS_HOTSPOT_DECK        UNIVERSE\SYSTEMS\IW02\BASES\ROOMS\iw02_03_deck02.ini        0x014d9cfc		2331923727
IDS_HOTSPOT_BAR         UNIVERSE\SYSTEMS\IW02\BASES\ROOMS\iw02_03_deck02.ini        0x0588591b		2446905292
Iw02        UNIVERSE\SYSTEMS\IW02\iw02.ini      0x17bb50d7		2609888843
tradelane_trade_freighter       UNIVERSE\SYSTEMS\IW02\iw02.ini      0x1d97c0cd		2187491461
missions\encounters\tradelane_trade_freighter.ini       UNIVERSE\SYSTEMS\IW02\iw02.ini      0x1a20ab9e		2243783361
tradelane_trade_transport       UNIVERSE\SYSTEMS\IW02\iw02.ini      0xf6beefb2		2611783176
missions\encounters\tradelane_trade_transport.ini       UNIVERSE\SYSTEMS\IW02\iw02.ini      0x13fd42b8		2806714693
area_scout      UNIVERSE\SYSTEMS\IW02\iw02.ini      0x09fbbc4c		2937553674
missions\encounters\area_scout.ini      UNIVERSE\SYSTEMS\IW02\iw02.ini      0xfb35040d		2523640649
area_bh_scout       UNIVERSE\SYSTEMS\IW02\iw02.ini      0xe66404cf		3083226248
missions\encounters\area_bh_scout.ini       UNIVERSE\SYSTEMS\IW02\iw02.ini      0x012df4fd		3194448260
area_defend         UNIVERSE\SYSTEMS\IW02\iw02.ini      0x182b2a2e		2757135560
missions\encounters\area_defend.ini         UNIVERSE\SYSTEMS\IW02\iw02.ini      0x029961c5		3194550659
area_bh_defend      UNIVERSE\SYSTEMS\IW02\iw02.ini      0xee75670c		2509599439
missions\encounters\area_bh_defend.ini      UNIVERSE\SYSTEMS\IW02\iw02.ini      0x1fde8b29		2997236811
patrolp_gov_patrol      UNIVERSE\SYSTEMS\IW02\iw02.ini      0x1d60e377		2759205387
missions\encounters\patrolp_gov_patrol.ini      UNIVERSE\SYSTEMS\IW02\iw02.ini      0x0278b163		2360136897
patrolp_pirate_patrol       UNIVERSE\SYSTEMS\IW02\iw02.ini      0xf90a5dcd		3148753935
missions\encounters\patrolp_pirate_patrol.ini       UNIVERSE\SYSTEMS\IW02\iw02.ini      0xf789148f		2614319817
patrolp_bh_patrol       UNIVERSE\SYSTEMS\IW02\iw02.ini      0x003d4f95		2835623496
missions\encounters\patrolp_bh_patrol.ini       UNIVERSE\SYSTEMS\IW02\iw02.ini      0x0056dc30		2721199299
area_assault        UNIVERSE\SYSTEMS\IW02\iw02.ini      0xf602c692		2740665031
missions\encounters\area_assault.ini        UNIVERSE\SYSTEMS\IW02\iw02.ini      0x02c77616		2874448200
area_bh_assault         UNIVERSE\SYSTEMS\IW02\iw02.ini      0x1f94d93b		2159923528
missions\encounters\area_bh_assault.ini         UNIVERSE\SYSTEMS\IW02\iw02.ini      0xe3669faf		2241801675
patrolp_assault         UNIVERSE\SYSTEMS\IW02\iw02.ini      0x1c1b31f7		3108747146
missions\encounters\patrolp_assault.ini         UNIVERSE\SYSTEMS\IW02\iw02.ini      0x0164b8bf		2976479936
patrolp_bh_assault      UNIVERSE\SYSTEMS\IW02\iw02.ini      0x16dec9a0		2240987208
missions\encounters\patrolp_bh_assault.ini      UNIVERSE\SYSTEMS\IW02\iw02.ini      0xf795bfd1		3014879560
area_trade_freighter        UNIVERSE\SYSTEMS\IW02\iw02.ini      0xebf738ce		2652072012
missions\encounters\area_trade_freighter.ini        UNIVERSE\SYSTEMS\IW02\iw02.ini      0x074c352f		2285955849
area_trade_transport        UNIVERSE\SYSTEMS\IW02\iw02.ini      0x00de17b1		2279454401
missions\encounters\area_trade_transport.ini        UNIVERSE\SYSTEMS\IW02\iw02.ini      0x0e91dc09		2864091277
area_trade_freighter_pirate         UNIVERSE\SYSTEMS\IW02\iw02.ini      0xe262668a		2562567564
missions\encounters\area_trade_freighter_pirate.ini         UNIVERSE\SYSTEMS\IW02\iw02.ini      0x13931770		2973409347
tradep_trade_freighter      UNIVERSE\SYSTEMS\IW02\iw02.ini      0xf19e2839		2547901708
missions\encounters\tradep_trade_freighter.ini      UNIVERSE\SYSTEMS\IW02\iw02.ini      0x0a85ff2e		2751820046
tradep_trade_transport      UNIVERSE\SYSTEMS\IW02\iw02.ini      0x1ab70746		2383625089
missions\encounters\tradep_trade_transport.ini      UNIVERSE\SYSTEMS\IW02\iw02.ini      0x03581608		2264074890
tradep_trade_freighter_pirate       UNIVERSE\SYSTEMS\IW02\iw02.ini      0xf1a12e9e		2206730312
missions\encounters\tradep_trade_freighter_pirate.ini       UNIVERSE\SYSTEMS\IW02\iw02.ini      0x18388b71		2830116866
area_trade_trader       UNIVERSE\SYSTEMS\IW02\iw02.ini      0x15ca02f1		2436400905
missions\encounters\area_trade_trader.ini       UNIVERSE\SYSTEMS\IW02\iw02.ini      0xee5e39de		3173342927
tradep_trade_trader         UNIVERSE\SYSTEMS\IW02\iw02.ini      0xff174666		2383808967
missions\encounters\tradep_trade_trader.ini         UNIVERSE\SYSTEMS\IW02\iw02.ini      0x1128fac0		2881138500
area_trade_freighter_smuggler       UNIVERSE\SYSTEMS\IW02\iw02.ini      0xf5209bb4		2348944205
missions\encounters\area_trade_freighter_smuggler.ini       UNIVERSE\SYSTEMS\IW02\iw02.ini      0x1f1b570f		2849127759
tradep_trade_freighter_smuggler         UNIVERSE\SYSTEMS\IW02\iw02.ini      0x05919680		2758603779
missions\encounters\tradep_trade_freighter_smuggler.ini         UNIVERSE\SYSTEMS\IW02\iw02.ini      0xf3c7b28a		2909680269
area_lifter         UNIVERSE\SYSTEMS\IW02\iw02.ini      0x04b251ad		2169655619
missions\encounters\area_lifter.ini         UNIVERSE\SYSTEMS\IW02\iw02.ini      0x0115ac3f		3201653892
area_repair         UNIVERSE\SYSTEMS\IW02\iw02.ini      0xf0e3d9d4		3027491851
missions\encounters\area_repair.ini         UNIVERSE\SYSTEMS\IW02\iw02.ini      0xeddcb32f		2735170572
universe\heavens\shapes.ini         UNIVERSE\SYSTEMS\IW02\iw02.ini      0x1f86f6f3		2207877641
solar\asteroids\Iw02_Sitka_rock_asteroid_field.ini      UNIVERSE\SYSTEMS\IW02\iw02.ini      0xff42d552		2867909634
solar\asteroids\Iw02_Kenai_rock_asteroid_field.ini      UNIVERSE\SYSTEMS\IW02\iw02.ini      0xf84a2462		2177808844
solar\asteroids\Iw02_Wrangell_rock_asteroid_field.ini       UNIVERSE\SYSTEMS\IW02\iw02.ini      0xe60d29cb		3015291662
Iw02_system_light       UNIVERSE\SYSTEMS\IW02\iw02.ini      0xf67653d7		3180019147
Iw02_Sun        UNIVERSE\SYSTEMS\IW02\iw02.ini      0xe32888f3		2236689670
Iw02_to_Rh02        UNIVERSE\SYSTEMS\IW02\iw02.ini      0x14d2fc83		3006832960
gcs_refer_system_Rh02       UNIVERSE\SYSTEMS\IW02\iw02.ini      0xec9d7d49		2680218574
Zone_Iw02_to_Li04       UNIVERSE\SYSTEMS\IW02\iw02.ini      0x133e5e65		2528762628
Zone_Iw02_to_Rh02       UNIVERSE\SYSTEMS\IW02\iw02.ini      0x1d570ddf		2464754121
Iw02_planet_Atka        UNIVERSE\SYSTEMS\IW02\iw02.ini      0xf39c2838		2831206155
Zone_Iw02_Wrangell_field        UNIVERSE\SYSTEMS\IW02\iw02.ini      0xe8855a0d		2381199562
Zone_Iw02_Sitka_field       UNIVERSE\SYSTEMS\IW02\iw02.ini      0x1cdad25d		2877568137
Zone_Iw02_Kenai_field       UNIVERSE\SYSTEMS\IW02\iw02.ini      0xe013e4f3		2869013001
Iw02_Trade_Lane_Ring_1      UNIVERSE\SYSTEMS\IW02\iw02.ini      0xf41ff3c8		2338060226
Iw02_Trade_Lane_Ring_2      UNIVERSE\SYSTEMS\IW02\iw02.ini      0xef16a272		2874903490
Iw02_Trade_Lane_Ring_3      UNIVERSE\SYSTEMS\IW02\iw02.ini      0xe61192e4		2338037698
Iw02_Trade_Lane_Ring_4      UNIVERSE\SYSTEMS\IW02\iw02.ini      0x02750747		2874897346
Iw02_Trade_Lane_Ring_5      UNIVERSE\SYSTEMS\IW02\iw02.ini      0x0b7237d1		2338023362
Iw02_Trade_Lane_Ring_6      UNIVERSE\SYSTEMS\IW02\iw02.ini      0x107b666b		2874874818
Zone_Iw02_Tradelane_1       UNIVERSE\SYSTEMS\IW02\iw02.ini      0x18aca958		2559998154
Iw02_Trade_Lane_Ring_7      UNIVERSE\SYSTEMS\IW02\iw02.ini      0x197c56fd		2338000834
Iw02_Trade_Lane_Ring_8      UNIVERSE\SYSTEMS\IW02\iw02.ini      0x03c34b6c		2874852290
Iw02_Trade_Lane_Ring_9      UNIVERSE\SYSTEMS\IW02\iw02.ini      0x0ac47bfa		2337986498
Iw02_Trade_Lane_Ring_10         UNIVERSE\SYSTEMS\IW02\iw02.ini      0x1b908a50		3153356481
Iw02_Trade_Lane_Ring_11         UNIVERSE\SYSTEMS\IW02\iw02.ini      0x1297bac6		2616488641
Iw02_Trade_Lane_Ring_12         UNIVERSE\SYSTEMS\IW02\iw02.ini      0x099eeb7c		3153333953
Zone_Iw02_Tradelane_2       UNIVERSE\SYSTEMS\IW02\iw02.ini      0x03a5f8e2		3096839370
Iw02_to_Li04        UNIVERSE\SYSTEMS\IW02\iw02.ini      0x1abbaf39		3077067661
gcs_refer_system_Li04       UNIVERSE\SYSTEMS\IW02\iw02.ini      0xe2f42ef3		2609910019
Iw02_to_Li04_hole       UNIVERSE\SYSTEMS\IW02\iw02.ini      0x1f0b7dcb		3156225933
Zone_Iw02_to_Li04_hole      UNIVERSE\SYSTEMS\IW02\iw02.ini      0x0393bfbf		2313985291
Zone_Iw02_to_Iw01_hole      UNIVERSE\SYSTEMS\IW02\iw02.ini      0xed10d4be		2300256259
Zone_Iw02_02_exclusion      UNIVERSE\SYSTEMS\IW02\iw02.ini      0x166e1903		2422463692
Zone_Iw02_01_exclusion      UNIVERSE\SYSTEMS\IW02\iw02.ini      0x1d423c1d		2472795328
Iw02_02         UNIVERSE\SYSTEMS\IW02\iw02.ini      0xfdfe191e		2919347918
atc_leg_m01         UNIVERSE\SYSTEMS\IW02\iw02.ini      0xf4be5dfb		3029344903
Iw02_01         UNIVERSE\SYSTEMS\IW02\iw02.ini      0xe6f748a4		2382482126
Iw02_to_Iw01_hole       UNIVERSE\SYSTEMS\IW02\iw02.ini      0xf18816ca		3168244357
gcs_refer_system_Iw01       UNIVERSE\SYSTEMS\IW02\iw02.ini      0xed3c3ab2		2209929479
zone_iw02_pop_jumpgate_hamburg      UNIVERSE\SYSTEMS\IW02\iw02.ini      0x1090e625		2351965258
zone_iw02_pop_jumpgate_texas        UNIVERSE\SYSTEMS\IW02\iw02.ini      0x0d495aec		3161958214
zone_iw02_pop_hole_texas        UNIVERSE\SYSTEMS\IW02\iw02.ini      0xe11e3b9f		3151258895
zone_iw02_pop_hole_hamburg      UNIVERSE\SYSTEMS\IW02\iw02.ini      0x14157189		2914036160
zone_iw02_pop_base_rogue        UNIVERSE\SYSTEMS\IW02\iw02.ini      0xfe29552f		2630331341
zone_iw02_pop_base_xenos        UNIVERSE\SYSTEMS\IW02\iw02.ini      0x0b0603dc		2879193284
zone_iw02_pop_planet_atka       UNIVERSE\SYSTEMS\IW02\iw02.ini      0x05b007f6		2348545738
zone_iw02_pop_wrangell_unionists        UNIVERSE\SYSTEMS\IW02\iw02.ini      0x1349173d		2201731333
zone_iw02_pop_area_hamburg      UNIVERSE\SYSTEMS\IW02\iw02.ini      0xfd5b1f72		2242740553
Zone_Iw02_path_bounty1_1        UNIVERSE\SYSTEMS\IW02\iw02.ini      0x1ef1dac3		3019208773
bounty1         UNIVERSE\SYSTEMS\IW02\iw02.ini      0x1a28f082		2809742538
Zone_Iw02_path_bounty1_2        UNIVERSE\SYSTEMS\IW02\iw02.ini      0x05f88b79		2482308165
Zone_Iw02_path_bounty1_3        UNIVERSE\SYSTEMS\IW02\iw02.ini      0x0cffbbef		3019182149
Zone_Iw02_path_bounty1_4        UNIVERSE\SYSTEMS\IW02\iw02.ini      0xe89b2e4c		2482371653
Zone_Iw02_path_bounty1_5        UNIVERSE\SYSTEMS\IW02\iw02.ini      0xe19c1eda		3019237445
Zone_Iw02_path_bounty1_6        UNIVERSE\SYSTEMS\IW02\iw02.ini      0xfa954f60		2482345029
Zone_Iw02_path_bounty2_1        UNIVERSE\SYSTEMS\IW02\iw02.ini      0x1e9be69a		3220530757
bounty2         UNIVERSE\SYSTEMS\IW02\iw02.ini      0x0121a138		2272868554
Zone_Iw02_path_bounty2_2        UNIVERSE\SYSTEMS\IW02\iw02.ini      0x0592b720		2683640389
Zone_Iw02_path_bounty2_3        UNIVERSE\SYSTEMS\IW02\iw02.ini      0x0c9587b6		3220508229
Zone_Iw02_path_bounty2_4        UNIVERSE\SYSTEMS\IW02\iw02.ini      0xe8f11215		2683691589
Zone_Iw02_path_bounty2_5        UNIVERSE\SYSTEMS\IW02\iw02.ini      0xe1f62283		3220567621
Zone_Iw02_path_unionists1_1         UNIVERSE\SYSTEMS\IW02\iw02.ini      0x1416b25f		2461734219
unionists1      UNIVERSE\SYSTEMS\IW02\iw02.ini      0xfbecaa2d		2484750849
Zone_Iw02_path_linavy1_1        UNIVERSE\SYSTEMS\IW02\iw02.ini      0x003620e3		2476545870
linavy1         UNIVERSE\SYSTEMS\IW02\iw02.ini      0xea54ef67		2195592777
Zone_Iw02_path_linavy1_2        UNIVERSE\SYSTEMS\IW02\iw02.ini      0x1b3f7159		3013438286
Zone_Iw02_path_linavy1_3        UNIVERSE\SYSTEMS\IW02\iw02.ini      0x123841cf		2476572494
Zone_Iw02_path_linavy1_4        UNIVERSE\SYSTEMS\IW02\iw02.ini      0xf65cd46c		3013448526
Zone_Iw02_path_rogues1_1        UNIVERSE\SYSTEMS\IW02\iw02.ini      0x0af45caf		2813612042
rogues1         UNIVERSE\SYSTEMS\IW02\iw02.ini      0xece1d283		2789855235
Zone_Iw02_path_rogues1_2        UNIVERSE\SYSTEMS\IW02\iw02.ini      0x11fd0d15		2276731914
Zone_Iw02_path_rogues1_3        UNIVERSE\SYSTEMS\IW02\iw02.ini      0x18fa3d83		2813605898
Zone_Iw02_path_rogues2_1        UNIVERSE\SYSTEMS\IW02\iw02.ini      0x0a9e60f6		2880720394
rogues2         UNIVERSE\SYSTEMS\IW02\iw02.ini      0xf7e88339		2252975107
Zone_Iw02_path_rogues2_2        UNIVERSE\SYSTEMS\IW02\iw02.ini      0x1197314c		2343842314
Zone_Iw02_path_rogues3_1        UNIVERSE\SYSTEMS\IW02\iw02.ini      0xf5b874c1		2947826698
rogues3         UNIVERSE\SYSTEMS\IW02\iw02.ini      0xfeefb3af		2789849091
Zone_Iw02_path_rogues3_2        UNIVERSE\SYSTEMS\IW02\iw02.ini      0xeeb1257b		2410952714
Zone_Iw02_path_rogues3_3        UNIVERSE\SYSTEMS\IW02\iw02.ini      0xe7b615ed		2947820554
Zone_Iw02_path_rogues4_1        UNIVERSE\SYSTEMS\IW02\iw02.ini      0x0ab51844		3014947338
rogues4         UNIVERSE\SYSTEMS\IW02\iw02.ini      0x1a8b260c		2252952579
Zone_Iw02_path_rogues4_2        UNIVERSE\SYSTEMS\IW02\iw02.ini      0x11bc49fe		2478050826
Zone_Iw02_path_rogues4_3        UNIVERSE\SYSTEMS\IW02\iw02.ini      0x18bb7968		3014924810
Zone_Iw02_path_rogues4_4        UNIVERSE\SYSTEMS\IW02\iw02.ini      0xfcdfeccb		2478110218
Zone_Iw02_path_xenos1_1         UNIVERSE\SYSTEMS\IW02\iw02.ini      0xe4d471fc		2613939014
xenos1      UNIVERSE\SYSTEMS\IW02\iw02.ini      0x0dd937c9		3091106631
Zone_Iw02_path_xenos1_2         UNIVERSE\SYSTEMS\IW02\iw02.ini      0xffdd2046		3150837574
Zone_Iw02_path_xenos1_3         UNIVERSE\SYSTEMS\IW02\iw02.ini      0xf6da10d0		2613961542
Zone_Iw02_path_xenos1_4         UNIVERSE\SYSTEMS\IW02\iw02.ini      0x12be8573		3150778182
Zone_Iw02_path_xenos2_1         UNIVERSE\SYSTEMS\IW02\iw02.ini      0xe4be4da5		2546832710
xenos2      UNIVERSE\SYSTEMS\IW02\iw02.ini      0x16d06673		2554263367
Zone_Iw02_path_xenos3_1         UNIVERSE\SYSTEMS\IW02\iw02.ini      0x1b985992		2479726406
xenos3      UNIVERSE\SYSTEMS\IW02\iw02.ini      0x1fd756e5		3091129159
Zone_Iw02_path_xenos3_2         UNIVERSE\SYSTEMS\IW02\iw02.ini      0x00910828		3016614726
Zone_Iw02_path_xenos3_3         UNIVERSE\SYSTEMS\IW02\iw02.ini      0x099638be		2479748934
Zone_Iw02_path_xenos3_4         UNIVERSE\SYSTEMS\IW02\iw02.ini      0xedf2ad1d		3016563526
Zone_Iw02_path_xenos3_5         UNIVERSE\SYSTEMS\IW02\iw02.ini      0xe4f59d8b		2479689542
Zone_Iw02_path_xenos4_1         UNIVERSE\SYSTEMS\IW02\iw02.ini      0xe4953517		2412620102
xenos4      UNIVERSE\SYSTEMS\IW02\iw02.ini      0xfbb3c346		2554203975
Zone_Iw02_path_xenos4_2         UNIVERSE\SYSTEMS\IW02\iw02.ini      0xff9c64ad		2949502278
Zone_Iw02_path_xenos4_3         UNIVERSE\SYSTEMS\IW02\iw02.ini      0xf69b543b		2412626246
Zone_Iw02_path_xenos5_1         UNIVERSE\SYSTEMS\IW02\iw02.ini      0x1bb32120		2345509702
xenos5      UNIVERSE\SYSTEMS\IW02\iw02.ini      0xf2b4f3d0		3091077959
Zone_Iw02_path_xenos5_2         UNIVERSE\SYSTEMS\IW02\iw02.ini      0x00ba709a		2882395974
Iw02_Walker_light       UNIVERSE\SYSTEMS\IW02\iw02.ini      0x0c331ccc		2405156042
Atka_light      UNIVERSE\SYSTEMS\IW02\iw02.ini      0x1e23b3ed		3026891782
Iw02_wplatform_rock_1       UNIVERSE\SYSTEMS\IW02\iw02.ini      0xf9ce3458		2224990281
Iw02_wplatform_rock_2       UNIVERSE\SYSTEMS\IW02\iw02.ini      0xe2c765e2		2761872457
Iw02_wplatform_rock_3       UNIVERSE\SYSTEMS\IW02\iw02.ini      0xebc05574		2224996425
Iw02_wplatform_rock_4       UNIVERSE\SYSTEMS\IW02\iw02.ini      0x0fa4c0d7		2761829449
Iw02_wplatform_rock_5       UNIVERSE\SYSTEMS\IW02\iw02.ini      0x06a3f041		2224961609
Iw02_wplatform_rock_6       UNIVERSE\SYSTEMS\IW02\iw02.ini      0x1daaa1fb		2761835593
zone_iw02_pop_ambient_n         UNIVERSE\SYSTEMS\IW02\iw02.ini      0xeca61f72		2862401477
zone_iw02_pop_ambient_s         UNIVERSE\SYSTEMS\IW02\iw02.ini      0x19a073ab		2325701572
ZONE_Iw02_Atka_death        UNIVERSE\SYSTEMS\IW02\iw02.ini      0xfb071857		2817254343
zone_iw02_destroy_vignette_1        UNIVERSE\SYSTEMS\IW02\iw02.ini      0x0e910827		3032146123
zone_iw02_destroy_vignette_2        UNIVERSE\SYSTEMS\IW02\iw02.ini      0x1598599d		2495257803
zone_iw02_destroy_vignette_3        UNIVERSE\SYSTEMS\IW02\iw02.ini      0x1c9f690b		3032123595
zone_iw02_destroy_vignette_4        UNIVERSE\SYSTEMS\IW02\iw02.ini      0xf8fbfca8		2495243467
zone_iw02_destroy_vignette_5        UNIVERSE\SYSTEMS\IW02\iw02.ini      0xf1fccc3e		3032117451
zone_iw02_destroy_vignette_6        UNIVERSE\SYSTEMS\IW02\iw02.ini      0xeaf59d84		2495220939
zone_iw02_destroy_vignette_7        UNIVERSE\SYSTEMS\IW02\iw02.ini      0xe3f2ad12		3032094923
zone_iw02_destroy_vignette_8        UNIVERSE\SYSTEMS\IW02\iw02.ini      0xf94db083		2495337675
zone_iw02_destroy_vignette_9        UNIVERSE\SYSTEMS\IW02\iw02.ini      0xf04a8015		3032203467
zone_iw02_destroy_vignette_10       UNIVERSE\SYSTEMS\IW02\iw02.ini      0xe1dffb42		3137119181
zone_iw02_destroy_vignette_11       UNIVERSE\SYSTEMS\IW02\iw02.ini      0xe8d8cbd4		2600253389
zone_iw02_destroy_vignette_12       UNIVERSE\SYSTEMS\IW02\iw02.ini      0xf3d19a6e		3137129421
zone_iw02_destroy_vignette_13       UNIVERSE\SYSTEMS\IW02\iw02.ini      0xfad6aaf8		2600263629
ZONE_Iw02_Sun_death         UNIVERSE\SYSTEMS\IW02\iw02.ini      0x01fd79c4		3151500687
ZONE_Iw02_Vignette2_exclusion       UNIVERSE\SYSTEMS\IW02\iw02.ini      0xfd1cb27c		2980297860
Iw03_01_Base        UNIVERSE\SYSTEMS\IW03\BASES\iw03_01_base.ini        0x0ece5143		3103439243
Bar         UNIVERSE\SYSTEMS\IW03\BASES\iw03_01_base.ini        0x18c51aaa		2215377807
Universe\Systems\Iw03\Bases\Rooms\Iw03_01_Bar.ini       UNIVERSE\SYSTEMS\IW03\BASES\iw03_01_base.ini        0x032d0a1b		2379974020
Deck        UNIVERSE\SYSTEMS\IW03\BASES\iw03_01_base.ini        0xe33652a5		3116431947
Universe\Systems\Iw03\Bases\Rooms\Iw03_01_Deck.ini      UNIVERSE\SYSTEMS\IW03\BASES\iw03_01_base.ini        0xe49d7725		3151621644
Iw03_02_Base        UNIVERSE\SYSTEMS\IW03\BASES\iw03_02_base.ini        0x137f5bc5		3103095180
Bar         UNIVERSE\SYSTEMS\IW03\BASES\iw03_02_base.ini        0x18c51aaa		2215377807
Universe\Systems\Iw03\Bases\Rooms\Iw03_02_Bar.ini       UNIVERSE\SYSTEMS\IW03\BASES\iw03_02_base.ini        0x1c7602a4		2374469262
Deck        UNIVERSE\SYSTEMS\IW03\BASES\iw03_02_base.ini        0xe33652a5		3116431947
Universe\Systems\Iw03\Bases\Rooms\Iw03_02_Deck.ini      UNIVERSE\SYSTEMS\IW03\BASES\iw03_02_base.ini        0x155c8230		2279272460
ShipDealer      UNIVERSE\SYSTEMS\IW03\BASES\iw03_02_base.ini        0xf729253e		2865005315
Universe\Systems\Iw03\Bases\Rooms\Iw03_02_ShipDealer.ini        UNIVERSE\SYSTEMS\IW03\BASES\iw03_02_base.ini        0xe90a3479		2247436742
Zg/PC/Player/01/A/Stand         UNIVERSE\SYSTEMS\IW03\BASES\ROOMS\iw03_01_bar.ini       0xfbaadcae		2508714243
Camera_0        UNIVERSE\SYSTEMS\IW03\BASES\ROOMS\iw03_01_bar.ini       0xe604303f		3118944142
IDS_HOTSPOT_DECK        UNIVERSE\SYSTEMS\IW03\BASES\ROOMS\iw03_01_bar.ini       0x014d9cfc		2331923727
IDS_HOTSPOT_BAR         UNIVERSE\SYSTEMS\IW03\BASES\ROOMS\iw03_01_bar.ini       0x0588591b		2446905292
IDS_HOTSPOT_COMMODITYTRADER_ROOM        UNIVERSE\SYSTEMS\IW03\BASES\ROOMS\iw03_01_bar.ini       0x0dbb5073		2900400388
